definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img,ref_pinyin_id,pos
46111,4611,1,"容量单位。10升等于1斗,10斗等于1石。","dou, unit of dry measure for grain (now about a decalitre, equal to 10 sheng or 1/10 dan)",,,量词
46112,4611,2,"量(liáng)粮食的器具,容量是一斗,方形,也有鼓形的,多用木头或竹子制成。","dou measure, square or drum-like, made of wood or bamboo",,,名词
46114,4611,4,圆形的指纹。,whorl (of a fingerprint),,,名词
46115,4611,5,古代盛酒的器具。,ancient wine vessel,,,名词
46116,4611,6,二十八宿之一。通称南斗。,"(usu. called 南斗nándǒu.) dou, one of the 28 constellations into which celestial space was divided in ancient Chinese astronomy",,,名词
46117,4611,7,北斗星的简称,(abbr. for 北斗星běidǒuxīng) Big Dipper; Plough,,,名词
46121,4612,1,对打,fight; tussle,,,动词
46123,4612,3,使动物斗,make animals fight (as a game or amusement),,,动词
46124,4612,4,比赛争胜,contest with; contend with,,,动词
46125,4612,5,往一块儿凑;凑在一块儿,come together; put together; fit together,,,动词
46211,4621,1,圆形的,round; circular,,,形容词
46212,4621,2,团子,dumpling,,,名词
46213,4621,3,把东西揉弄成球形,roll into a ball; roll,,,动词
46214,4621,4,成球形的东西,sth. shaped like a ball,,,名词
46215,4621,5,会合在一起,unite; conglomerate; rally; assemble,,,动词
46216,4621,6,工作或活动的集体,group; society; circle; organization; collective for work or activities,,,名词
46217,4621,7,"军队的编制单位,一般隶属于师,下辖若干营。","regiment; military unit usu. subordinated to a division, and commanding several battalions",,,名词
46218,4621,8,"青少年的政治性组织,如儿童团、青年团等,在中国特指中国共产主义青年团。","political organization for teenagers, such as Children's Corps, Youth League, etc.; (esp.) Communist Youth League of China; Youth League",,,名词
46219,4621,9,〈旧时old〉某些地区相当于乡一级的政权机关。,township state agencies or organs in some areas,,,名词
46220,4621,10,〈量词classifier〉用于成团的东西,[used for sth. ball-shaped],,,量词
46311,4631,1,器具,ware; utensil,,,名词
46312,4631,2,器官,organ,,,名词
46313,4631,3,度量,capacity,,,名词
46314,4631,4,才能;人才,talent; ability,,,名词
46315,4631,5,器重。,think highly of,,,动词
46411,4641,1,兴致;兴趣,interest; mood or desire to do sth.; excitement,,,名词
46421,4642,1,兴盛;流行,prosper; rise; prevail; become popular,,,动词
46422,4642,2,使盛行,encourage; promote,,,动词
46423,4642,3,开始;发动;创立,start; begin,,,动词
46424,4642,4,起;起来,get up; rise,,,动词
46425,4642,5,〈方dial.〉准许(多用于否定式,oft. used in the negative,,,动词
46426,4642,6,〈方dial.〉或许,maybe; perhaps,,,副词
46427,4642,7,(Xīng)姓。,a surname,,,名词
46511,4651,1,快乐,delight; merry; pleasure,,,形容词
46512,4651,2,乐于,be happy to; take delight in,,,动词
46513,4651,3,笑,laugh; amuse,,,动词
46514,4651,4,(Lè)姓(与Yuè不同姓,different from Yuè,,,名词
46521,4652,1,音乐,music,,,名词
46522,4652,2,(Yuè)姓,a surname,,,名词
46611,4661,1,效果;功用,effect,,,名词
46612,4661,2,仿效,imitate; follow the example of,,,动词
46613,4661,3,为别人或集团献出(力量或生命),devote (one's energy or life) to (another person or a group),,,动词
46711,4671,1,露在外面容易看出来;明显,be apparent; be obvious; be noticeable,,,形容词
46712,4671,2,表现;露出,show; display; manifest,,,动词
46713,4671,3,有名声有权势地位的,illustrious and influential,,,形容词
46811,4681,1,这;此;这个;这里,this,,,代词
46812,4681,2,于是;就。,then; thus,,,连词
46813,4681,3,(Sī)姓。,a surname,,,名词
46911,4691,1,<数目numeral〉十个百,ten hundred,,,数词
46912,4691,2,〈比喻fig.〉很多,countless; innumerable,,,形容词
46913,4691,3,(Qiān)姓。,a surname,,,名词
47011,4701,1,物体因失去支持而下来,(of an object) drop; fall,,,动词
47012,4701,2,下降,go down; set,,,动词
47013,4701,3,使下降,lower,,,动词
47014,4701,4,衰败;飘零,decline; come down,,,动词
47015,4701,5,遗留在后面,lag behind; fall behind,,,动词
47016,4701,6,停留;留下,sojourn; stay,,,动词
47017,4701,7,停留的地方,place to stay,,,名词
47018,4701,8,聚居的地方,settlement; place to gather together,,,名词
47019,4701,9,归属,fall into; belong to,,,动词
47020,4701,10,得到,get; have; win,,,动词
47021,4701,11,用笔写,write; put pen to paper,,,动词
47022,4702,1,同“落”（luò）。,same as 落,,,动词
47041,4704,1,遗漏,missing; left out; unaccounted for,,,动词
47042,4704,2,"把东西放在一个地方,忘记拿走",leave behind; forget to bring along,,,动词
47043,4704,3,因为跟不上而被丢在后面,fall behind; trail,,,动词
47111,4711,1,把事物摆出来或指出来使人知道;表示,show; notify; produce; instruct; signify,,,动词
47211,4721,1,仅仅,only; merely; alone,,,副词
47221,4722,1,将近,nearly; approximately,,,副词
47311,4731,1,"抬起脚后跟站着,今用为盼望的意思",stand on tiptoe; expect on tiptoe; look forward to,,,动词
47411,4741,1,像;如同,similar; like,,,动词
47412,4741,2,似乎,seem; appear,,,副词
47413,4741,3,表示超过,(used in a comparative) than,,,动词
47421,4742,1,"[似的](shì de)〈助词aux.〉用在名词、代词或动词后面,表示跟某种事物或情况相似","[used after a noun, pronoun, or verb to indicate similarity] be like ...; as ... as ...; as if",,,助词
47511,4751,1,具备;具有,be equipped with; have; possess,,,动词
47512,4751,2,准备,prepare; get ready,,,动词
47513,4751,3,防备,provide (or prepare) for; take precautions against,,,动词
47514,4751,4,设备(包括人力物力),equipment (including manpower and material resources),,,名词
47515,4751,5,表示完全,fully; in every possible way,,,副词
47611,4761,1,去掉,get rid of,,,动词
47612,4761,2,不计算在内,not including,,,介词
47613,4761,3,"用一个数对另一个数进行除法运算叫除,例如用2除6得3。","divide, e.g. 6 divided by 2 is 3",,,动词
47614,4761,4,授;拜(官职)。,confer; appoint (sb. to an official post),,,动词
47615,4761,5,台阶,step,,,名词
47711,4771,1,撑,prop up; put up,,,动词
47712,4771,2,伸出;竖起,raise; prick up,,,动词
47713,4771,3,支持,support; sustain; bear,,,动词
47714,4771,4,调度;指使,send away; put sb. off; order about,,,动词
47715,4771,5,付出或领取(款项),pay or withdraw (money),,,动词
47716,4771,6,(Zhī)姓。,a surname,,,名词
47717,4771,7,分支;支派,branch; offshoot,,,名词
47718,4771,8,〈量词classifier〉用于队伍等,"[for troops, fleets, etc.]",,,量词
47719,4771,9,地支。,Earthly Branches;,,,名词
47811,4781,1,树木的末梢。,uppermost point of a tree,,,名词
47812,4781,2,事物的枝节或表面,minor aspect; outward sign; symptom; superficiality,,,名词
47813,4781,3,标志;记号,mark; sign,,,名词
47814,4781,4,标准;指标,standard; quota; target; norm,,,名词
47815,4781,5,用文字或其他事物表明,"label; mark sth. with words or other things; put a mark, tag or label on",,,动词
47816,4781,6,给竞赛优胜者的奖品,prize; sth. given as a reward to winners in a contest or competition,,,名词
47817,4781,7,用比价的方式承包工程或买卖货物时各竞争厂商所标出的价格,tender; bid; bid to contract for a project at a given cost; or price offered by a rivalling firm in a bid for a contract or deal,,,名词
47818,4781,8,"清末陆军编制之一,相当于后来的团。","unit of ground forces in the late Qing Dynasty, equivalent to the present-day regiment",,,名词
47819,4781,9,"〈量词classifier〉用于队伍,数词限用‘一’","[used on troops, only with the numeral一yì]",,,量词
47911,4791,1,早晨,morning,,,名词
47912,4791,2,很久以前,long ago,,,副词
47913,4791,3,时间在先的,(as in a time sequence) former; previous; early,,,形容词
47914,4791,4,比一定的时间靠前,earlier than scheduled or planned; beforehand; in advance; early,,,形容词
47915,4791,5,"问候的话,用于早晨见面时互相招呼","[greeting words, used to greet each other in the morning]",,,感叹词
48012,4801,2,〈方dial.〉抽(烟),"draw on; pull at (cigarette or pipe, etc.)",,,动词
48021,4802,1,在句末表示商量、提议、请求、命令,"[used at the end of a sentence, implying soliciting sb.'s advice, suggestion, request or mild command]",,,助词
48022,4802,2,在句末表示同意或认可,"[used at the end of a sentence, indicating consent or approval]",,,助词
48023,4802,3,"在句末表示疑问,带有揣测的意味","[used at the end of a sentence, implying doubt or supposition]",,,助词
48024,4802,4,在句末表示不敢肯定(不要求回答),"[used at the end of a sentence, indicating doubt without seeking an answer]",,,助词
48025,4802,5,"在句中表示停顿,带假设的语气(常常对举,有两难的意味)","[marking a pause in a presumable tune between positive and negative alternatives, implying a difficult choice]",,,助词
48112,4811,2,周围,circumambience; circumference,,,名词
48113,4811,3,绕一圈,make a circuit; make a circle,,,动词
48114,4811,4,普遍;全,all; whole,,,形容词
48115,4811,5,完备;周到,with no detail missing; thoughtful,,,形容词
48116,4811,6,星期,week,,,名词
48117,4811,7,周波的简称。,Abbr. for周波zhōubō,,,名词
48118,4811,8,接济,give financial help to; help out,,,动词
48119,4811,9,"朝代,公元前1046—公元前256,姬发所建。","Zhou Dynasty (1046-256 B.C.), which was founded by Ji Fa;",,,名词
48120,4811,10,北周。,Northern Zhou of the Northern Dynasties (557-581),,,名词
48121,4811,11,后周。,Later Zhou of the Five Dynasties (951-960),,,名词
48122,4811,12,姓。,a surname,,,名词
48211,4821,1,迅速;快,fast; rapid; quick; speedy,,,形容词
48212,4821,2,速度,speed; velocity,,,名词
48213,4821,3,邀请,invite,,,动词
48312,4831,2,在后面紧接着向同一方向行动,follow closely,,,动词
48313,4831,3,指嫁给某人,(of a woman) marry sb.,,,动词
48314,4831,4,〈介词prep.〉引进动作的对象。,[to introduce the object of an action],,,介词
48315,4831,5,〈介词prep.〉引进比较异同的对象;同,[used to show comparison] same as,,,介词
48411,4841,1,<数目numeral〉六加一后所得。,seven; or six plus one;,,,数词
48412,4841,2,"〈旧时old〉人死后每隔七天祭奠一次,直到第四十九天为止,共分七个‘七’。",7th-day mourning period; Chinese custom to hold a memorial service on every 7th day following a person's death until the 49th day,,,名词
48511,4851,1,[采地](càidì)诸侯分封给卿大夫的田地(包括耕种土地的奴隶)。,"land bestowed by a feudal prince to his high officials (usu, together with the slaves working on it);",,,名词
48521,4852,1,摘(花儿、叶子、果子),"pick; pluck; gather; cull (flowers, leaves or fruits)",,,动词
48522,4852,2,开采,mine; quarry,,,动词
48523,4852,3,搜集,gather; collect,,,动词
48524,4852,4,选取;取,choose; select; adopt,,,动词
48525,4852,5,精神;神色,spirit; esprit; vitality; air; mien; complexion; expression,,,名词
48611,4861,1,形状;样子,form; shape,,,名词
48612,4861,2,情况,state; condition,,,名词
48613,4861,3,陈述或描摹,describe; depict,,,动词
48614,4861,4,陈述事件或记载事迹的文字,account; record,,,名词
48615,4861,5,指诉状,written complaint; plaint,,,名词
48616,4861,6,褒奖、委任等文件,certificate,,,名词
48711,4871,1,〈方dial.〉什么,what,,,代词
48721,4872,1,吗啡药名，有机化合物，化学式CHON HO。白色结晶性粉末，味苦，有毒，是由鸦片制成的。用做镇痛剂，连续使用容易成瘾。,"morphine; organic compound (formula CHO?N H?O in the form of white crystalline powder extracted from opium, with a bitter taste, toxic, used as a painkiller that is highly addictive if used repeatedly",,,名词
48731,4873,1,用在句末表示疑问,[used at the end of a question],,,助词
48732,4873,2,"用在句中停顿处,点出话题",[used to form a pause in a sentence before introducing the theme of what one is going to say],,,助词
48811,4881,1,用秤称,weigh on a balance or a scale,,,动词
48821,4882,1,提出或商量(须要共同遵守的事),make an appointment; arrange,,,动词
48822,4882,2,邀请,invite in advance; engage,,,动词
48823,4882,3,约定的事;共同订立、须要共同遵守的条文,agreement; pact; treaty; regulations that both sides agree on and should abide by,,,名词
48824,4882,4,限制使不越出范围;拘束,restrict; restrain; confine,,,动词
48825,4882,5,俭省,economical and frugal; thrifty,,,动词
48826,4882,6,简单;简要,simple; concise; brief; succinct,,,形容词
48827,4882,7,大概,about; around; approximate,,,副词
48828,4882,8,约分,reduction of a fraction,,,动词
48911,4891,1,城墙,city wall,,,名词
48912,4891,2,城墙以内的地方,within the city wall,,,名词
48913,4891,3,城市(跟‘乡’相对as opposed to‘the countryside’ or ‘rural areas’}),town; city; urban area; metropolis,,,名词
49011,4901,1,重叠;重复,one on top of another; overlapping,,,动词
49012,4901,2,重叠事物的一个部分,layer; level; component part in a sequence,,,名词
49013,4901,3,〈量词classifier〉用于重叠、积累的东西,storey; tier; stratum; indicate things that are arranged one on top of the other,,,量词
49111,4911,1,集中在一件事上的,"for a particular person, occasion, purpose, etc.; focusing on one thing; special",,,形容词
49112,4911,2,独自掌握和占有,monopolize,,,动词
49113,4911,3,(Zhuān)姓。,a surname,,,名词
49211,4921,1,拨水前进,paddle; row,,,动词
49221,4922,1,划分,delimit; differentiate,,,动词
49222,4922,2,划拨,transfer; assign,,,动词
49223,4922,3,计划,plan,,,动词
49224,4922,4,合算,pay; be to one's profit,,,动词
49226,4922,6,用尖锐的东西把别的东西分开或在表面上刻过去、擦过去,scratch or cut the surface of sth. with a sharp object,,,动词
49311,4931,1,重量小;比重小(跟‘重’相对as opposed to‘heavy’}),light; of little weight,,,形容词
49312,4931,2,负载小;装备简单,light; easy to carry; with light load or simple equipment,,,形容词
49313,4931,3,数量少;程度浅,"small in number, degree, etc.",,,形容词
49314,4931,4,轻松,relaxed; carefree; light-hearted,,,形容词
49315,4931,5,不重要,unimportant; not important; of no significance,,,形容词
49316,4931,6,用力不猛,gently; softly; lightly,,,形容词
49317,4931,7,轻率,rashly; impetuously,,,形容词
49318,4931,8,不庄重;不严肃,flighty; frivolous; not serious,,,形容词
49319,4931,9,轻视,belittle; make light of; regard sb. or sth. as of no importance,,,动词
49421,4942,1,"刀刃与物件接触,由一端向另一端移动,使物件破裂或断开;割",slash; slit; cut; make a gash in,,,动词
49441,4944,1,用力使朝自己所在的方向或跟着自己移动,pull; draw; tug; drag,,,动词
49442,4944,2,用车载运,transport by vehicle; haul,,,动词
49443,4944,3,带领转移(多用于队伍,oft. troops,,,动词
49444,4944,4,牵引乐器的某一部分使乐器发出声音,play (a musical instrument),,,动词
49445,4944,5,拖长;使延长,drag out; draw out; space out,,,动词
49446,4944,6,〈方dial.〉抚养,bring sb. up,,,动词
49447,4944,7,帮助,give (or lend) a helping hand; help,,,动词
49448,4944,8,牵累;拉扯,drag in; implicate,,,动词
49449,4944,9,拉拢;联络,win sb. over,,,动词
49450,4944,10,组织(队伍、团伙等),"organize; put (people, a team, etc.) together; band",,,动词
49451,4944,11,招揽,recruit,,,动词
49452,4944,12,〈方dial.〉闲谈,chat,,,动词
49454,4944,14,排泄(大便),defecate,,,动词
49511,4951,1,价格;数值,value,,,名词
49512,4951,2,货物和价钱相当,be worth; what a specific sum of money can buy,,,动词
49513,4951,3,"用数字表示的量或数学运算所能得到的每一个结果,如ɑ取值10, b取值8,则代数式ɑb的值为10×8=80。","value; particular magnitude, number, or amount, or the result of a mathematical calculation, e.g. if the value of ɑ is 10 and the value of b is 8, then the algebraic expression ɑb stands for the value 80, i.e. 8×10=80",,,名词
49514,4951,4,指有意义或有价值;值得,worth; worthwhile,,,动词
49515,4951,5,遇到;碰上,happen to,,,动词
49516,4951,6,轮流担任一定时间内的工作,be on duty; take one's turn at sth.,,,动词
49611,4961,1,适合,fit; suitable; proper,,,形容词
49612,4961,2,恰好,just; right,,,副词
49613,4961,3,舒服,comfortable; well,,,形容词
49614,4961,4,去;往,go; follow; pursue,,,动词
49615,4961,5,出嫁,(of a girl) get married; marry,,,动词
49711,4971,1,花,flower; petal,,,名词
49712,4971,2,才能或智慧过人的人,outstanding person in talent or intelligence,,,名词
49713,4971,3,(Yīng)姓。,a surname,,,名词
49714,4971,4,指英国,Great Britain; United Kingdom,,,名词
49811,4981,1,把事情向人陈述、解说,tell; inform; notify,,,动词
49812,4981,2,向国家行政司法机关检举、控诉,go to law against sb.; sue; take sb. to court,,,动词
49813,4981,3,为了某事而请求,ask for; request; solicit,,,动词
49814,4981,4,表明,declare; announce,,,动词
49815,4981,5,宣布或表示某种情况的实现,reach (a particular state),,,动词
49911,4991,1,说,speak; tell; say; talk; relate; deliver oneself of,,,动词
49912,4991,2,解释;说明;论述,explain; make clear; interpret; represent,,,动词
49913,4991,3,商量;商议,discuss; negotiate; confer,,,动词
49914,4991,4,就某方面说;论,as far as sth. is concerned; as to; concerning; with regard to; in terms of,,,动词
49915,4991,5,讲求,pay attention to; stress; strive for; be particular about,,,动词
50011,5001,1,连接,hold together,,,动词
50012,5001,2,保持;保全,keep; maintain,,,动词
50013,5001,3,(Wéi)姓。,a surname,,,名词
50015,5001,5,"几何学及空间理论的基本概念。构成空间的每一个因素(如长、宽、高)叫做一维,如直线是一维的,平面是二维的,普通空间是三维的。","dimension; basic concept of geometry and spatial theory; measure of spatial extent, such as width, height, or length. For example, a line is one-dimensional, a plane two-dimensional, and ordinary space three-dimensional.",,,名词
50111,5011,1,谋求,seek,,,动词
50112,5011,2,经营;管理,operate; run,,,动词
50113,5011,3,(Yíng)姓。,a surname,,,名词
50114,5011,4,军队驻扎的地方,camp; barracks; military residence,,,名词
50115,5011,5,"军队的编制单位,隶属于团,下辖若干连。",battalion; military unit subordinate to a regiment and composed of several companies,,,名词
50211,5021,1,指未婚的男子。,bachelor; unmarried man,,,名词
50212,5021,2,介于大夫和庶民之间的阶层。,intelligentsia; social stratum between senior officials and the common people in ancient China,,,名词
50213,5021,3,士人,scholar; intelligentsia,,,名词
50214,5021,4,军人,soldier; serviceman,,,名词
50215,5021,5,"军人的一级,在尉以下",noncommissioned officer; rank of soldiers below junior officer,,,名词
50216,5021,6,指某些种技术人员,person trained in a specified field,,,名词
50217,5021,7,对人的美称,(commendable) person; (praiseworthy) person,,,名词
50218,5021,8,(Shì)姓。,a surname,,,名词
50312,5031,2,"指射击、射箭比赛中射中环靶的环数,射中靶心,一般以十环计,离靶心远的,所得环数依次递减","target; shooting mark divided by 10 centric circles, the farther from the bull's-eye, the less the score",,,名词
50313,5031,3,环节,link,,,名词
50314,5031,4,围绕,surround; encircle,,,动词
50315,5031,5,(Huán)姓。,a surname,,,名词
50411,5041,1,古代(跟‘今’相对,as opposed to the ‘present’,,,形容词
50412,5041,2,经历多年的,age-old,,,形容词
50413,5041,3,具有古代风格的,with an ancient style,,,形容词
50414,5041,4,真挚纯朴,sincere and simple,,,形容词
50415,5041,5,古体诗,ancient poetry,,,名词
50416,5041,6,(Gǔ)姓。,a surname,,,名词
50511,5051,1,把方便或好处给别人,give up sth. for the benefit of sb. else,,,动词
50512,5051,2,请人接受招待,invite; offer,,,动词
50513,5051,3,"索取一定的代价,把财物的所有权转移给别人",trade in; sell (property ownership),,,动词
50514,5051,4,表示指使、容许或听任,instigate; allow; let,,,动词
50515,5051,5,避开;躲闪,make way; make room,,,动词
50612,5061,2,某些机关和公共处所的名称,designation for certain government organizations and public places,,,名词
50613,5061,3,指学院,college; university; academies; institute of higher learning,,,名词
50614,5061,4,指医院,hospital,,,名词
50615,5061,5,(Yuàn)姓。,a surname,,,名词
50711,5071,1,用手或指头压,press; push down,,,动词
50712,5071,2,压住;搁下,leave aside; shelve; hold,,,动词
50713,5071,3,抑制,restrain; check,,,动词
50714,5071,4,用手压住不动,keep one's hand on; keep a tight grip on,,,动词
50715,5071,5,依照,in compliance with,,,介词
50716,5071,6,考查;核对,check; refer to,,,动词
50717,5071,7,(编者、作者等)加按语,(of an editor or author) add a note or comment,,,动词
50811,5081,1,模型,mould,,,名词
50812,5081,2,类型,model; type; pattern; size,,,名词
50911,5091,1,势力,power; force; influence,,,名词
50912,5091,2,一切事物力量表现出来的趋向,momentum; tendency,,,名词
50913,5091,3,自然界的现象或形势,outward appearance of a natural object or phenomenon,,,名词
50914,5091,4,政治、军事或其他社会活动方面的状况或情势,"(political, military, social) situation; state of affairs; circumstances",,,名词
50915,5091,5,姿态,sign; gesture,,,名词
50916,5091,6,雄性生殖器,male genitals,,,名词
51011,5101,1,脚;腿,foot; leg,,,名词
51012,5101,2,器物下部形状像腿的支撑部分,leg (of certain utensils),,,名词
51013,5101,3,充足;足够,enough; ample; sufficient,,,形容词
51014,5101,4,够得上某种数量或程度,fully; as much as,,,动词
51015,5101,5,足以(多用于否定式,usu. in the negative,,,动词
51111,5111,1,动植物的皮上所生的丝状物;鸟类的羽毛,hair; fur; feather,,,名词
51112,5111,2,东西上长的霉,mildew,,,名词
51113,5111,3,粗糙;还没有加工的,semi-finished,,,形容词
51114,5111,4,不纯净的,gross,,,形容词
51115,5111,5,小,little; small,,,形容词
51116,5111,6,指货币贬值,(of money) devalue; depreciate,,,动词
51117,5111,7,(Máo)姓。,a surname,,,名词
51118,5111,8,"做事粗心,不细致",sloppy; careless,,,形容词
51119,5111,9,惊慌,frightened; flurried,,,动词
51120,5111,10,〈方dial.〉发怒;发火,be enraged; be offended,,,动词
51121,5111,11,一圆的十分之一;角。,"mao, fractional Renminbi unit that equals jiao or 0.1 yuan or 10 fen",,,名词
51211,5121,1,"指台州(Tāizhōu),地名。天台(Tiāntāi),山名,又地名,都在浙江。","Taizhou, name of a place; Tiantai, name of a place, also name of a mountain, both in Zhejiang Province",,,名词
51221,5122,1,"平而高的建筑物,便于在上面远望",deck; terrace,,,名词
51222,5122,2,公共场所室内外高出地面便于讲话或表演的设备(用砖砌或用木料制成),platform; stage (built with bricks or timber),,,名词
51223,5122,3,某些做座子用的器物,stand; support,,,名词
51226,5122,6,桌子或类似桌子的器物,table or table-like object,,,名词
51227,5122,7,〈敬辞pol.〉〈旧时old〉用于称呼对方或跟对方有关的动作,you; your,,,名词
51228,5122,8,指台湾省,Taiwan Province,,,名词
51229,5122,9,姓。,a surname,,,名词
51311,5131,1,物体受到几方面的拉力或压力以后所呈现的状态（与松相对）,(of an object worked on by pulling or pressing from several directions) tight; taut; close,,,形容词
51312,5131,2,物体因受外力作用变得固定或牢固,tighten; become firm by external force,,,形容词
51313,5131,3,使紧,tighten,,,动词
51314,5131,4,"非常接近,空隙极小",very close; very narrow; tight,,,形容词
51315,5131,5,动作先后密切接连;事情急,urgent; pressing; tense; (of actions) follow closely behind,,,形容词
51316,5131,6,经济不宽裕;拮据,hard up; short of money,,,形容词
51412,5141,2,指电影片、电视剧等,film; TV play,,,名词
51414,5141,4,用刀横割成薄片(多指肉,oft. of meat,,,动词
51415,5141,5,不全的;零星的;简短的,incomplete; brief; partial,,,形容词
51416,5141,6,〈量词classifier〉用于成片的东西,"[for slices, tablets, etc.]",,,量词
51511,5151,1,类别,category,,,名词
51512,5151,2,"生物学中把同一科的生物群按照彼此相似的程度再分为不同的群,叫做属,如猫科有猫属、虎属等,禾本科有稻属、小麦属、燕麦属等。属以下为种。","genus; category of biological classification into which biological groups of the same family are further divided according to their degree of similarity with each other, e.g. the cat family includes the genus Felis and genus Panthera, etc., and the grass family includes the genus Oryza, genus Triticum, and genus Avena, etc. The category below genus is species.",,,名词
51513,5151,3,隶属,be affiliated with; be subordinate to,,,动词
51514,5151,4,归属,belong to,,,动词
51515,5151,5,家属;亲属,family members; relatives,,,名词
51516,5151,6,系;是,be,,,动词
51517,5151,7,用十二属相记生年,one's year of birth as marked by one of the 12 symbolic animals associated with a 12-year cycle,,,动词
51521,5152,1,连缀;连续,join; combine,,,动词
51522,5152,2,(意念)集中在一点,"fix (one's mind) on; centre (one's attention, etc.) upon",,,动词
51611,5161,1,严密;紧密,tight; close,,,形容词
51612,5161,2,严厉;严格,strict; stern,,,形容词
51613,5161,3,程度深;厉害,"severe, heavy; extreme",,,形容词
51614,5161,4,指父亲,father,,,名词
51615,5161,5,(Yán)姓。,a surname,,,名词
51711,5171,1,木本植物的通称,general term for 木本植物mùběn zhíwù,,,名词
51712,5171,2,种植;栽培,plant; cultivate,,,动词
51713,5171,3,树立;建立,set up; establish,,,动词
51714,5171,4,(Shù)姓。,a surname,,,名词
51811,5181,1,用笔或类似笔的东西做出图形,"draw or paint with a brush, pen, etc.",,,动词
51813,5181,3,用画儿装饰的,be decorated with paintings or pictures,,,形容词
51814,5181,4,用笔或类似笔的东西做出线或作为标记的文字,"draw or mark with a brush, pen, etc.",,,动词
51815,5181,5,汉字的一笔叫一画,stroke (of a Chinese character),,,名词
51816,5181,6,〈方dial.〉汉字的一横叫一画。,horizontal stroke in Chinese characters,,,名词
51921,5192,1,工厂,factory; mill; plant; works,,,名词
52011,5201,1,功劳(跟‘过’相对as opposed to‘demerit’}),meritorious service (or deed); merit; achievement,,,名词
52012,5201,2,成效和表现成效的事情(多指较大的,of significant undertaking,,,名词
52014,5201,4,"一个力使物体沿力的方向通过一段距离,这个力就对物体做了功。","work, as accomplished by a force that acts on an object and causes it to move through a distance in the direction of the motion of the force",,,名词
52111,5211,1,灌入,pour; fill,,,动词
52112,5211,2,(精神、力量)集中,"(of spirit, strength) concentrate; fix",,,动词
52113,5211,3,赌注,stakes (in gambling),,,名词
52114,5211,4,〈方dial.〉〈量词classifier〉多用于款项或交易,[for deals or sums of money],,,量词
52115,5211,5,用文字来解释字句,annotate; explain with notes,,,动词
52116,5211,6,解释字句的文字,annotations,,,名词
52117,5211,7,记载;登记,record; register,,,动词
52211,5221,1,演变;演化,develop; evolve,,,动词
52212,5221,2,发挥,exert; act,,,动词
52213,5221,3,依照程式(练习或计算),practise or calculate according to certain patterns,,,动词
52214,5221,4,表演技艺;扮演,perform,,,动词
52311,5231,1,水流起头的地方,source of a river; fountainhead,,,名词
52312,5231,2,来源,source; cause; root,,,名词
52313,5231,3,(Yuán)姓。,a surname,,,名词
52411,5241,1,不冷不热,warm; lukewarm,,,形容词
52412,5241,2,温度,temperature,,,名词
52413,5241,3,稍微加热,warm up,,,动词
52414,5241,4,性情平和;温柔,mild; soft; tender,,,形容词
52415,5241,5,温习,review; revise,,,动词
52416,5241,6,瘟。,epidemic,,,名词
52417,5241,7,(Wēn)姓。,a surname,,,名词
52511,5251,1,指一定的人或事物(知道名称而不说出),[know sb. or sth. without naming it] certain; some,,,代词
52512,5251,2,指不定的人或事物,indefinite person or thing,,,代词
52513,5251,3,"用来代替自己或自己的名字,如‘某,张飞是也。’又如姓张的自称‘张某’或‘张某人’。","(referring to oneself) ‘Me, my name is Zhang Fei.’ For another example, a person named Zhang may call himself ‘Zhang’ or ‘this Zhang’.",,,代词
52514,5251,4,用来代替别人的名字(常含不客气意,oft. Impolitely,,,代词
52611,5261,1,为了要见到或得到所需求的人或事物而努力,look for; try to find; seek,,,动词
52612,5261,2,把超过应收的部分退还;把不足的部分补上,give change,,,动词
52721,5272,1,加入;参加,join; enter; take part in; participate in,,,动词
52722,5272,2,参考,consult; refer to,,,动词
52731,5273,1,人参、党参等的统称。通常指人参,"general term for ginseng and dangshen (Codonopsis pilosula), but oft. referring to ginseng",,,名词
52732,5273,2,进见;谒见,call to pay one's respects to,,,动词
52733,5273,3,封建时代指弹劾,(in feudal times) impeach an official before the emperor,,,动词
52734,5273,4,二十八宿之一,"shen, one of the 28 constellations",,,名词
52735,5273,5,探究并领会(道理、意义等),"penetrate (truth); study and gain an understanding of truth, meaning, etc.",,,动词
52811,5281,1,做起来不费事的;容易(跟‘难’相对as opposed to‘difficult’}),have no difficulty in doing things; easy,,,形容词
52812,5281,2,平和,amiable,,,形容词
52813,5281,3,轻视。,despise,,,动词
52814,5281,4,改变;变换,change,,,动词
52815,5281,5,交换,exchange,,,动词
52816,5281,6,(Yì)姓。,a surname,,,名词
52911,5291,1,(鸟、虫等)鼓动翅膀在空中活动,"fly; flit; (of birds, insects, etc.) move through the air by flapping wings",,,动词
52912,5291,2,利用动力机械在空中行动,fly; aviate; move in the air by using mechanical equipment,,,动词
52913,5291,3,在空中飘浮游动,hover or flutter in the air,,,动词
52914,5291,4,形容极快,swift; fast,,,形容词
52915,5291,5,〈方dial.〉非常;极,very,,,副词
52916,5291,6,挥发,disappear through evaporation,,,动词
52917,5291,7,意外的;凭空而来的,unexpected; accidental; unfounded; groundless,,,形容词
53011,5301,1,向外用力使物体或物体的某一部分顺着用力的方向移动,push; shove; thrust; concentrate strength in a forward direction to make an object or a part of an object move,,,动词
