definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,better
41011,权,quán,名词,秤砣,权其轻重，做出最明智的选择。,古代的秤杆上必须悬挂一个权来保持平衡。,2
41012,权,quán,动词,衡量考虑,在做决策时，我们需要权其轻重，以确保选择最优方案。,在做出重大决策前，我们需要仔细权衡各种因素。,2
41013,权,quán,名词,支配或控制的力量,他在公司里担任要职，掌握着当权的实权。,作为公司的CEO，他掌握着重要的决策权。,2
41014,权,quán,名词,依法享有的利益,人权是每个人都应享有的基本权利。,每个公民都享有受法律保护的合法权益。,2
41015,权,quán,名词,有利的形势或条件,在这场谈判中，我们必须掌握主动权，才能占据有利地位。,在这场谈判中，我们占据了绝对的优势权。,2
41016,权,quán,动词,根据情况灵活变通,他善于使用权诈手段来达到自己的目的。,在特殊情况下，我们需要采取权宜之计来解决问题。,2
41017,权,quán,副词,暂时采取的措施,由于人手不足，他只能权充临时工来完成任务。,由于时间紧迫，我们权且先采用这个临时方案。,2
41111,素,sù,形容词,未经染色的白色。,为了表达哀悼之情，他决定穿素服参加葬礼。,她穿着一袭素白的长裙，显得格外清新脱俗。,2
41112,素,sù,形容词,颜色简单不艳丽。,她的房间布置得非常素净，给人一种清新的感觉。,这幅水墨画以素雅的色调展现了江南的韵味。,2
41113,素,sù,名词,非肉类的植物性食物。,他信佛多年，一直坚持吃素。,为了保持健康，他每周都会选择几天只吃素食。,2
41114,素,sù,形容词,事物原本的性质。,一个人的素质决定了他的行为举止。,这件文物保存完好，依然保持着素朴的原始风貌。,2
41115,素,sù,名词,带有根本性质的物质,这种水果的色素含量很高，因此颜色特别鲜艳。,维生素是维持人体健康不可或缺的重要元素。,2
41116,素,sù,副词,一向如此。,素日里，他总是喜欢安静地读书。,张老师素来以严谨的治学态度著称于学术界。,2
41211,始,shǐ,名词,开始，最初（与“终”相对）,他是这个家族的始祖，开创了辉煌的历史。,万事开头难，但只要坚持就能看到成功的始端。,2
41311,断,duàn,动词,(长形的东西)分成两段或几段,为了防止洪水泛滥，他们决定砍断那些阻碍水流的大树。,这根竹竿被台风拦腰折断，断成了两截。,2
41312,断,duàn,动词,中断联系。,由于维修水管，今天小区会断水半天，请大家提前做好准备。,自从那次争吵后，他们就彻底断绝了往来。,2
41313,断,duàn,动词,拦截。,在关键时刻，他把对方的球断了下来，成功扭转了比赛局势。,游击队在峡谷处设伏，成功断掉了敌人的补给线。,2
41314,断,duàn,动词,戒除（嗜好）。,经过多年的努力，他终于成功断烟，恢复了健康的生活方式。,医生建议他彻底断烟，否则肺部情况会继续恶化。,2
41315,断,duàn,动词,裁决。,专家们经过讨论后，给出了明确的断语，认为这项计划可行。,法官需要根据事实和法律公正地断案。,2
41316,断,duàn,副词,〈副〉绝对（多用于否定）。,这种事情断无此理，完全违背了常理和逻辑。,他断然拒绝了对方的无理要求，态度十分坚决。,2
41411,九,jiǔ,数词,数字9,冬天数九，天气变得格外寒冷。,这个篮球队共有九名队员，每个人都技术精湛。,1
41412,九,jiǔ,名词,冬至后九天为一个周期,人们常说的数九寒天，就是一年中最冷的时候。,民间有'数九寒天'的说法，从冬至开始计算九个九天。,2
41413,九,jiǔ,数词,表示多数,火箭直冲九霄，将卫星送入预定轨道。,为了完成这幅画，他九易其稿，终于达到了满意的效果。,2
41511,际,jì,名词,边界或分界处,这片大海看起来无边无际，让人感到自身的渺小。,这片森林位于两国交界之际，风景独特而迷人。,1
41512,际,jì,名词,内部或中间,思绪在脑际萦绕，久久不能平静。,在这生死存亡之际，我们必须团结一致共渡难关。,2
41513,际,jì,名词,两者之间,国际社会对这一事件表示高度关注。,加强国际交流与合作是促进世界和平的重要途径。,2
41514,际,jì,名词,特定的时间或时刻,正当革命胜利之际，全国人民欢欣鼓舞。,在这新春佳节之际，我衷心祝愿大家万事如意。,2
41515,际,jì,形容词,恰逢其时,际此盛会，我们共同见证了历史性的时刻。,值此公司成立十周年之际，我们举办了盛大的庆祝活动。,2
41516,际,jì,名词,境遇或命运,他一生的遭际令人唏嘘不已。,他一生际遇坎坷，却始终保持着乐观的心态。,2
41611,积,jī,动词,逐渐聚集增多,积少成多的道理告诉我们，只要坚持不懈，就能取得成功。,他多年来积攒了大量珍贵邮票，价值连城。,1
41612,积,jī,动词,堆叠起来,孩子们用积木搭建了一座漂亮的城堡。,院子里积满了厚厚的落叶，踩上去沙沙作响。,1
41613,积,jī,形容词,长期形成的,多年的积习让他很难一下子改变生活方式。,这个地区积弊已久，改革需要循序渐进。,1
41614,积,jī,名词,中医指小儿消化不良病症,孩子因为食积而感到肚子胀痛。,小孩最近食欲不振，可能是积食了，需要调理。,2
41711,吃,chī,动词,咀嚼吞咽食物（包括吸、喝）,按时吃饭是保持健康的重要习惯。,他津津有味地吃着妈妈做的红烧肉，赞不绝口。,2
41712,吃,chī,动词,在特定场所用餐；按特定标准进食,公司员工通常选择吃食堂，既方便又实惠。,我们决定在街角那家新开的餐厅吃晚饭，听说味道不错。,2
41713,吃,chī,动词,依赖某事物生存,他一直靠吃老本过日子，没有长远规划。,这个偏远山区的村民主要靠种植茶叶吃山。,2
41714,吃,chī,动词,吸收液体,道林纸不吃墨，导致印刷效果不理想。,这块海绵很快就吃透了洒在地板上的水。,2
41715,吃,chī,动词,一物体进入另一物体,这把刀非常锋利，切菜时特别吃刀。,由于长期磨损，齿轮已经吃进去了不少金属屑。,1
41716,吃,chī,动词,消灭（多用于军事、棋类）,我军成功吃掉敌人一个团，取得了重大胜利。,在象棋比赛中，他的车吃掉了我的马。,2
41717,吃,chī,动词,理解；掌握,只有吃透文件精神，才能更好地落实工作。,这个数学概念很难，我需要时间慢慢吃透。,1
41718,吃,chī,动词,承受；经受,他工作勤奋，任务再多也吃得消。,这种新型材料能够吃重，可以承受很大压力。,1
41719,吃,chī,动词,遭受；忍受,做生意难免会吃亏，但诚信最重要。,他因为迟到吃了老板一顿批评。,1
41720,吃,chī,动词,消耗,这项工作非常吃力，但他坚持了下来。,这台机器虽然效率高，但是很吃电。,2
41721,吃,chī,动词,被（多见于早期白话）,他因失败吃他耻笑，但并没有因此气馁。,那贼人吃我一棍，顿时倒地不起。,2
41811,态,tài,名词,形状；状态,这幅画的形态非常优美，令人赞叹不已。,这座雕塑呈现出一种优雅的态，令人赏心悦目。,1
41911,艺,yì,名词,技能或技术,这家工厂的工艺非常精湛，产品远销海外。,这位老工匠的木雕技艺已经达到了炉火纯青的境界。,2
41912,艺,yì,名词,艺术,她热爱文艺，经常参加各种文学艺术活动。,美术馆正在展出当代艺术的精品之作。,2
41913,艺,yì,名词,准则或限度,贪贿无艺，最终只会自食恶果。,为人处世应当有度，不可贪得无艺。,1
42011,证,zhèng,动词,用事实或材料表明真实性,这位证人在法庭上提供了关键证据。,这份报告充分证明了我们的研究方法是有效的。,2
42012,证,zhèng,名词,用于证明事实的材料或文件,请出示您的工作证以便核实身份。,进入考场前，请务必出示你的准考证和身份证。,2
42111,众,zhòng,形容词,数量多,众多游客慕名前来参观这座历史古城。,众鸟高飞尽，孤云独去闲。,2
42112,众,zhòng,名词,许多人聚集,这场演讲吸引了大批听众到场聆听。,群众的眼睛是雪亮的，任何欺骗行为都难以瞒过众人。,2
42211,创,chuāng,名词,身体或物体受到的损伤,医生仔细检查了病人的创口情况。,战争结束后，许多士兵身上都带着难以愈合的创。,1
42221,创,chuàng,动词,首次进行或建立,他们共同创办了一家科技公司。,这位年轻企业家在大学时期就创立了自己的第一家公司。,2
42311,红,hóng,名词,类似鲜血或石榴花的颜色,红枣富含营养，是滋补佳品。,夕阳把天空染成了绚丽的红色，美得令人窒息。,2
42312,红,hóng,名词,用于喜庆场合的红色布料,春节时，人们喜欢披红挂彩庆祝新年。,婚礼上，新娘披着红盖头，显得格外喜庆。,2
42313,红,hóng,形容词,象征顺利、成功或受欢迎,最近他的红运当头，事事顺利。,这位演员最近很红，几乎每部电影都能看到他的身影。,2
42314,红,hóng,形容词,象征革命或政治觉悟高,红军长征是中国革命史上的伟大壮举。,这位老红军战士一生都保持着坚定的革命信念。,2
42315,红,hóng,名词,企业分给股东的利润,年底公司将进行分红，员工们都很期待。,公司今年效益很好，员工们都期待拿到丰厚的分红。,2
42411,望,wàng,动词,指向远处看,登山远望，可以让人感受到大自然的壮丽与辽阔。,站在山顶上，我们可以望见远处连绵起伏的群山。,2
42412,望,wàng,动词,指访问或看望,他专程前来拜望多年未见的老友。,每逢佳节，在外工作的子女都会回乡探望年迈的父母。,2
42415,望,wàng,名词,指怨恨或不满,他对结果感到不满，因而心生怨望。,他对朋友失信的行为深感失望，心中不免生望。,1
42416,望,wàng,名词,指店铺的标志,酒馆门前挂着一个醒目的酒望。,古代店铺门前悬挂的望子随风飘动，十分醒目。,2
42511,须,xū,动词,一定要；需要。,此事务须尽快完成，以免耽误后续计划。,完成这项重要任务须要大家齐心协力才能成功。,1
42612,群,qún,名词,众多的人,他的才华超群，令人钦佩不已。,这位演说家的精彩发言赢得了在场群众的阵阵掌声。,1
42711,师,shī,名词,传授知识的人,这位教师以其耐心和责任心赢得了学生的尊敬。,王老师耐心地解答了学生们提出的每一个问题。,2
42719,师,shī,名词,武装部队的统称,诸葛亮出师北伐，志在恢复汉室江山。,在抗美援朝战争中，中国人民志愿军英勇作战，屡建奇功。,1
42811,该,gāi,助词,应当,你应该更加努力学习，才能取得好成绩。,作为学生，我们该把主要精力放在学习上。,2
42812,该,gāi,助词,轮到的,这一回该我了吧？我已经等了好久了。,这次活动该由学生会负责组织和安排。,1
42813,该,gāi,助词,理应如此,他活该受到惩罚，谁让他做错了事。,他工作认真负责，获得晋升该是理所当然的事。,2
42814,该,gāi,助词,推测必然的结果,天一凉，就该加衣服了，以免着凉感冒。,天气这么闷热，该是要下暴雨了吧。,2
42815,该,gāi,动词,欠,月底该账了，请记得按时还清欠款。,老板，您该我三个月工资了，什么时候能结清呢？,2
42816,该,gāi,代词,指上文提到的人或事物（多用于公文）,该地交通便利，吸引了许多游客前来观光。,该同志工作表现突出，建议予以表彰奖励。,2
42911,复,fù,动词,重复进行,请将这份文件复写一份，以备不时之需。,这个实验需要重复三次以确保数据的准确性。,1
42912,复,fù,形容词,复杂多样,他的复姓是“欧阳”，这是中国传统的姓氏之一。,这份问卷设计得过于复繁，很多受访者表示难以理解。,1
42913,复,fù,动词,来回转动,经过反复思考，他终于做出了正确的决定。,他复又回到起点，重新思考解决问题的方案。,1
42914,复,fù,动词,回答询问,我收到你的来信后会尽快复信给你。,他立即复信，详细解答了对方提出的所有问题。,2
42915,复,fù,动词,回复原状,抗日战争胜利后，台湾光复，回到了祖国的怀抱。,经过三个月的治疗，他的视力终于恢复了正常。,1
42916,复,fù,动词,采取报复行动,他发誓要复仇，为死去的亲人讨回公道。,他发誓要报复那些曾经伤害过他的人。,1
42917,复,fù,副词,再次,他的旧病复发，不得不暂时停止工作。,老师复述了重点内容，确保每个学生都能理解。,1
43011,细,xì,形容词,横截面小的条状物（与粗相对）。,这根细铅丝可以用来制作精美的手工艺品。,她用一根细线把两颗珍珠串在了一起。,1
43012,细,xì,形容词,长条形物体两边距离近。,画一根细线需要非常稳定的手法和耐心。,这幅画的线条非常细，需要近距离才能看清。,1
43013,细,xì,形容词,颗粒微小。,这片沙滩上的细沙踩起来非常柔软舒适。,这种面粉磨得特别细，适合做精致的糕点。,1
43014,细,xì,形容词,声音微弱。,她的嗓音细，听起来像银铃般悦耳动听。,她说话的声音很细，在嘈杂的环境中几乎听不见。,1
43015,细,xì,形容词,精致而细腻的,江西细瓷以其精致的工艺闻名于世。,这件瓷器做工精细，每一个细节都完美无瑕。,1
43016,细,xì,形容词,详尽而周密的,如果你细看这张照片，就会发现其中隐藏的细节。,他仔细阅读了合同中的每一个条款，确保没有遗漏。,2
43017,细,xì,形容词,微小而不重要的,这幅画的细节非常精致，让人叹为观止。,显微镜下可以看到许多肉眼无法察觉的细微结构。,1
43018,细,xì,形容词,方言中指年幼的,细妹是个勤劳的女孩，大家都很喜欢她。,这孩子年纪虽细，但已经能背诵很多古诗了。,1
43111,包,bāo,动词,用材料将物品裹起来,老师要求我们包书，以保护课本不被损坏。,她用彩纸包好礼物，还系上了一个漂亮的蝴蝶结。,2
43113,包,bāo,名词,装物品的袋子,孩子的书包很重，装满了课本和作业本。,这个帆布包很结实，可以装下我所有的课本。,2
43114,包,bāo,量词,用于计量成包的物品,超市里有两包大米正在打折，我决定买下来。,我昨天在超市买了两包饼干和三包纸巾。,2
43115,包,bāo,名词,物体表面突起的部分,树干上有个大包，似乎是被虫蛀过的地方。,他的额头上撞出了一个很大的包，需要立即冰敷。,2
43116,包,bāo,名词,蒙古族等使用的圆形帐篷,草原上的蒙古包点缀着大地，显得格外美丽。,蒙古草原上散布着许多白色的包，那是牧民的住所。,1
43117,包,bāo,动词,四面围住,火苗包住了锅台，厨师迅速将火扑灭。,浓雾包住了整个城市，能见度不到十米。,2
43118,包,bāo,动词,容纳在里头;总括在一起,这份合同包含了很多重要的条款，需要仔细阅读。,这本百科全书包罗万象，涵盖了各个领域的知识。,2
43119,包,bāo,动词,承担并负责完成,这家医院号称包医百病，吸引了许多患者前来就诊。,我们公司包下了整个酒店，准备举办年度庆典活动。,2
43120,包,bāo,动词,保证,包你没错，这件事一定能成功。,这家公司愿意为我们的贷款提供担保，确保我们能按时还款。,1
43121,包,bāo,动词,专程租用,我们决定包车去旅行，这样更加方便快捷。,我们决定包下整个餐厅来举办公司的年度晚宴。,1
43211,土,tǔ,名词,泥土,这片土地覆盖着厚厚的黄土，非常适合种植农作物。,春天来了，农民们开始在肥沃的土壤里播种。,1
43212,土,tǔ,名词,土地,保卫国土是每个公民的责任。,这片土地非常适合种植小麦，每年都有好收成。,2
43213,土,tǔ,形容词,本地的,这里的土产非常有名，每年吸引大量游客前来购买。,这家餐馆的土菜非常地道，吸引了很多外地游客。,2
43214,土,tǔ,形容词,传统的（与“洋”相对）,他们采用了一种传统的土法来制作这种食品。,爷爷更喜欢用土方法治疗感冒，比如喝姜汤。,1
43215,土,tǔ,形容词,不合潮流;不开通,他的穿着总是土里土气，但非常舒适实用。,他的穿着和言谈都很土，与时尚的都市风格格格不入。,2
43216,土,tǔ,名词,生鸦片,在旧社会，烟土是一种常见的商品。,在历史上，土鸦片曾经给中国人民带来了深重的灾难。,2
43311,持,chí,动词,用手握住,警察发现他持枪，立即采取了行动。,他手持鲜花，站在门口等待心爱的女孩出现。,2
43312,持,chí,动词,维持；保持,他始终坚持自己的信念，无论遇到多大的困难都不会放弃。,在困难时期，家人之间的相互支持显得尤为重要。,1
43313,持,chí,动词,管理；负责,她每天操持家务，把家里打理得井井有条。,张经理持家有道，公司在他的管理下蒸蒸日上。,1
43314,持,chí,动词,控制；要挟,歹徒试图劫持一名人质，但很快被警方制服。,在古代，权臣常常持国政，甚至能左右皇帝的决策。,1
43315,持,chí,动词,抵抗；对抗,双方僵持不下，谈判陷入了僵局。,两军相持不下，战局陷入了僵持状态。,1
43411,服,fú,名词,泛指穿戴的衣物,警察成功制服了闹事者，恢复了现场的秩序。,她今天穿了一件红色的礼服，显得格外美丽动人。,2
43412,服,fú,名词,特指丧葬时穿戴的服饰,有服在身。,在传统的丧礼上，亲属们都要穿着白色的丧服以示哀悼。,2
43413,服,fú,动词,指穿戴衣物,他在为去世的亲人服丧。,他服了一件厚外套出门，因为天气预报说今天会降温。,2
43414,服,fú,动词,吃(药),医生嘱咐他按时服药，以确保病情能够好转。,医生嘱咐他每天按时服药，病情才能尽快好转。,2
43415,服,fú,动词,指担任职务或承担义务,他年轻时曾服役于军队，积累了丰富的经验。,他因酒后驾车被判处服刑六个月，并吊销驾照。,1
43416,服,fú,动词,指承认或顺从,经过一番较量，他终于服输，承认了自己的错误。,他对老师的批评心悦诚服，立即改正了自己的错误。,2
43417,服,fú,动词,指使人信服,他的行为令人敬佩，真正做到了服众。,这位律师用严密的逻辑和充分的证据说服了陪审团。,2
43418,服,fú,动词,指适应某种环境或状态,初到高原地区，很多人会感到不服水土。,刚搬到北方时，他花了一个月才服了当地干燥的气候。,2
43421,服,fù,量词,用于计量中药的剂量,医生开了一服药，叮嘱病人每日服用两次。,医生嘱咐他每天服用三服中药，连续一周就能见效。,2
43511,笑,xiào,动词,因高兴而露出表情或发出声音,她的笑容温暖而真诚，让人感到十分亲切。,听到这个好消息，她忍不住开心地笑了起来。,1
43512,笑,xiào,动词,嘲讽,他的失败成了大家耻笑的对象，但他并不在意。,不要嘲笑别人的失败，每个人都有自己的成长过程。,2
43611,德,dé,名词,指人的道德品质或行为准则。,一个人的品德往往决定了他的人生高度。,这位老人一生行善积德，在村里很受尊敬。,2
43612,德,dé,名词,指人的内心想法或情感。,这个团队一心一德，共同为了目标努力奋斗。,他一心一德地支持着这个公益项目，从不计较个人得失。,1
43613,德,dé,名词,指给予他人的恩惠或好处。,他感恩戴德地接受了恩人的帮助，并发誓将来一定报答。,我们要永远铭记革命先烈们的丰功伟德。,2
43731,般,bān,量词,种类；样,这般的美景，让人不禁驻足欣赏。,商场里有各式各样的服装，让人眼花缭乱。,1
43811,远,yuǎn,形容词,空间或时间距离大,远处传来一阵悠扬的笛声，仿佛诉说着古老的故事。,我的家乡在遥远的北方，那里冬天会下很大的雪。,1
43812,远,yuǎn,形容词,血缘关系疏远,远亲不如近邻。,虽然我们是远房亲戚，但彼此之间仍然保持着联系。,1
43813,远,yuǎn,形容词,程度差异大,他们的表现差得远。,这两个方案的效果相差甚远，我们需要慎重选择。,2
43814,远,yuǎn,动词,主动保持距离,敬而远之。,作为领导，他刻意与下属保持一定距离，显得很威严。,2
43911,爱,ài,动词,对人或事物怀有深厚情感,我们都应该爱祖国。,母亲总是无微不至地爱护着自己的孩子，令人感动。,2
43912,爱,ài,动词,对某事物感兴趣或喜好,他从小就爱游泳。,我非常爱喝妈妈煮的鸡汤，味道鲜美极了。,2
43913,爱,ài,动词,珍视并保护,我们要教育孩子爱公物。,我们要爱护公共设施，不能随意破坏。,2
43914,爱,ài,动词,容易发生某种行为或变化,这个孩子特别爱哭。,这个孩子爱哭，稍微不顺心就掉眼泪。,2
44011,准,zhǔn,动词,允许，许可,项目计划已经得到批准。,老师准许我们提前十分钟下课去准备活动。,2
44012,准,zhǔn,名词,衡量事物的准则,法律是社会行为的准绳。,这个产品的质量标准非常严格，必须完全达标。,2
44013,准,zhǔn,介词,按照，依据,准此办理。,准此规定，所有员工都必须参加年度体检。,2
44014,准,zhǔn,形容词,精确，无误,他正在瞄准目标。,他的投篮非常准，几乎每次都能命中。,2
44015,准,zhǔn,副词,肯定，必定,我明天准去。,你放心吧，明天我准按时到达会议地点。,2
44016,准,zhǔn,形容词,"程度上虽不完全够,但可以作为某类事物看待的",这位军官是准将。,虽然他不是专业歌手，但唱得准专业水平了。,2
44111,写,xiě,动词,用笔在纸上或其他东西上做字,他正在写草字。,孩子们正在教室里认真地写汉字作业。,2
44112,写,xiě,动词,创作文章或书籍,她喜欢写诗。,这位作家花了三年时间写这本长篇小说。,2
44113,写,xiě,动词,用文字描述,作家用文字抒写情感。,这篇文章生动地描写了乡村春天的美景。,2
44114,写,xiě,动词,绘画,学生们在公园里写生。,画家正在全神贯注地写生这片荷花池。,2
44211,算,suàn,动词,计算数字,古代商人常用珠算计算账目。,我需要用计算器来算这道复杂的数学题。,2
44212,算,suàn,动词,将某事物纳入计算范围,明天赛球算我一个。,这次聚餐的费用要把饮料钱也算进去。,2
44213,算,suàn,动词,谋划或制定计划,由于失算，他的计划失败了。,他早就盘算好了毕业后要自己创业。,2
44214,算,suàn,动词,推测、猜想,我算他今天该动身了。,我算着时间，他们应该快到家了吧。,2
44215,算,suàn,动词,认作或当作,他各方面都不错，可以算一个好学生。,在我们家，小狗也算是一个家庭成员。,2
44216,算,suàn,动词,承认有效或算数,他说的不算，还得你说。,说话要算话，答应别人的事情一定要做到。,2
44217,算,suàn,动词,作罢，不再计较（常跟‘了’连用）,算了，别说了。,既然你已经道歉了，这件事就算了。,2
44218,算,suàn,副词,最终，终于,最后算把这个问题弄懂了。,经过多次失败，他总算找到了解决问题的方法。,2
44312,火,huǒ,名词,枪炮弹药的总称,古代战争中使用的火器改变了战斗的方式。,士兵们在战场上小心翼翼地躲避敌人的炮火。,2
44314,火,huǒ,形容词,形容红色,感恩节的时候，火鸡是必不可少的一道菜。,秋天的枫叶像火一样红，染红了整片山林。,2
44315,火,huǒ,形容词,比喻非常紧急,消息传来后，他们火速赶往现场。,这项任务十万火急，必须立即处理。,2
44317,火,huǒ,形容词,事业兴盛,这家餐厅的买卖很火。,这家餐厅生意很火，每天都有很多顾客排队。,2
44411,死,sǐ,动词,生物失去生命,死亡是每个人都要面对的自然规律。,那只受伤的小鸟最终还是死了，我们都很伤心。,2
44412,死,sǐ,动词,拼死；不顾性命,士兵们誓死死战到底，保卫家园。,战士们死守阵地，绝不后退一步。,2
44413,死,sǐ,副词,坚决地（用于否定动词前）,尽管失败了，他仍然死不认输。,他死也不肯承认自己犯了错误。,2
44414,死,sǐ,副词,极度地,这部电影真的笑死人。,这个笑话真是笑死人了，我肚子都笑疼了。,2
44415,死,sǐ,形容词,不可调和的,两国之间的矛盾使他们成为了死敌。,他们俩是死对头，见面就吵架。,2
44416,死,sǐ,形容词,固定的；不灵活的,他是个死脑筋，总是不懂得变通。,这个计划太死了，缺乏灵活性，很难适应变化。,2
44417,死,sǐ,形容词,不能通过的,这条路走到尽头是个死胡同。,这条路是死胡同，我们得另找出口。,2
44511,半,bàn,数词,二分之一,这块布料只有半尺长。,他吃掉了半个苹果，剩下的留给了弟弟。,2
44512,半,bàn,名词,在中间位置,半夜时分，万籁俱寂，只有远处传来几声犬吠。,半夜时分，他突然被一阵奇怪的声音惊醒。,2
44513,半,bàn,形容词,形容数量极少,他只透露了一星半点的消息，大家仍然摸不着头脑。,他对这件事只字不提，连半点消息都没透露。,2
44514,半,bàn,形容词,不完全的,这些半成品需要进一步加工才能成为成品。,这个项目半途而废，实在令人惋惜。,2
44611,布,bù,名词,棉麻等织成的面料,她今天穿了一件柔软的棉布衣服，非常舒适。,妈妈用柔软的布给我做了一条漂亮的裙子。,2
44614,布,bù,动词,公开宣布,公司即将发布新产品，引起了广泛关注。,政府今天正式布告，新的交通法规将于下月起实施。,2
44615,布,bù,动词,广泛传播,天空阴云密布，似乎马上就要下雨了。,这些野花自然分布在山区各处，形成美丽的风景。,2
44616,布,bù,动词,安排布置,这次比赛的布局非常巧妙，让选手们感到惊喜。,老师精心布置了教室，为学生们营造了良好的学习环境。,2
44711,随,suí,动词,跟,小狗总是跟随主人的脚步，寸步不离。,孩子们排着整齐的队伍，随着老师的口令前进。,1
44712,随,suí,动词,顺从；听从,他选择随顺大众的意见，避免引起争议。,他总是随和待人，从不与人争执。,2
44713,随,suí,动词,任凭；任由,你可以随意挑选自己喜欢的书籍。,这件事就随你处理吧，我相信你的判断。,1
44714,随,suí,副词,顺便,他随手拿起一本书，开始翻阅起来。,你回家的时候，请随路帮我寄封信。,2
44911,元,yuán,形容词,最初的；第一的,元始天尊是中国神话中的重要人物之一。,元旦是一年的开始，人们常常在这一天制定新年计划。,2
44912,元,yuán,名词,为首的；主要的,国家元首在会议上发表了重要讲话。,他是这个项目的元老级人物，从创立之初就参与其中。,1
44913,元,yuán,名词,根本的,化学元素周期表是学习化学的基础工具。,诚信是为人之元，失去了诚信就失去了一切。,2
44914,元,yuán,名词,基本要素,一元论认为世界只有一个本原。,化学老师正在讲解氧元素在化学反应中的重要作用。,2
44915,元,yuán,名词,构成整体的单位,这个单元的内容非常重要，请大家认真学习。,这个团队由多个元组成，每个元都发挥着不可替代的作用。,1
45011,低,dī,形容词,〈形容词〉离地面近；高度小（与“高”相对）,低空飞行的飞机发出巨大的轰鸣声。,这座桥建得很低，方便船只从下方通过。,2
45012,低,dī,形容词,在一般标准或平均程度之下,这片低地常年积水，形成了独特的湿地生态系统。,今年夏天的气温比往年低很多。,2
45013,低,dī,形容词,〈形容词〉等级或地位在下,低年级学生需要更多的耐心和关怀来适应学校生活。,他在公司里的职位比较低，但工作很努力。,1
45014,低,dī,动词,〈动词〉（头）向下垂,他低着头，默默地走着。,听到批评后，他羞愧地低下了头。,2
45111,称,chèn,动词,相符合或相匹配,这件衣服非常称体，穿起来很合身。,这件衣服的颜色很称她的肤色。,1
45121,称,chēng,动词,叫;叫做,他自称是专家，但没人相信。,人们都称他为当代最伟大的科学家。,2
45122,称,chēng,名词,事物的名字或头衔,中科院是“中国科学院”的简称。,这种植物在当地有个特别的俗称。,1
45123,称,chēng,动词,用言语表达,听到这个消息，大家都感到称快。,他称自己从未见过如此美丽的风景。,2
45124,称,chēng,动词,给予表扬,游客们对这美景不禁称叹不已。,老师称许了这位学生在数学方面的天赋。,2
45125,称,chēng,动词,用器具测定物体的重量,把这袋米称一称，看看是否足量。,请帮我把这些水果称一下，看看有多重。,2
45126,称,chēng,动词,举起；抬起,在寿宴上，宾客们纷纷称觞祝寿。,他称觞祝酒，为宾客们送上美好的祝福。,2
45211,引,yǐn,动词,用力使物体向自己方向移动,猎人引弓搭箭，准备射向目标。,老牛引着犁在田里慢慢地走着。,1
45212,引,yǐn,动词,带领或指引方向,导游为游客引路，带领他们参观景点。,导游引着我们参观了这座古老的宫殿。,2
45213,引,yǐn,动词,从某处离开,他因避嫌而辞官，选择了引避。,他引退政坛后，过起了隐居的生活。,2
45214,引,yǐn,动词,使肢体或物体伸展,她引领团队完成了这项艰巨的任务。,长颈鹿引颈吃到了树顶新鲜的叶子。,2
45215,引,yǐn,动词,导致某种结果或现象出现,用纸引火时要格外小心，以免引发火灾。,这个新政策引来了社会各界的热议。,2
45217,引,yǐn,动词,用来做证据或理由,学者在论文中引书作为参考文献。,律师引用了多条法律条文来支持他的论点。,2
45218,引,yǐn,名词,出殡时牵引棺材的白布,发引之时，众人肃穆送别。,送葬队伍中，孝子们手执白引走在灵柩前。,2
45311,照,zhào,动词,光线照射,日照充足的地区适合种植农作物。,阳光透过窗户照进房间，显得格外明亮。,2
45312,照,zhào,动词,通过镜子等反射面看到影像,每天早晨，她都会照镜子整理仪容。,她站在镜子前，仔细地照着自己的新发型。,2
45313,照,zhào,动词,拍摄(相片、电影),这张相片照得很好，背景和人物都很清晰。,摄影师正在为模特照一张专业的肖像照片。,2
45314,照,zhào,名词,相片,这张小照记录了我们美好的回忆。,这张毕业照是我们全班同学最珍贵的回忆。,2
45315,照,zhào,名词,政府颁发的许可凭证,他拿出车照，准备交给交警检查。,他必须随身携带驾驶照才能合法开车上路。,2
45316,照,zhào,动词,照顾；料理,她负责照管这些孩子，确保他们的安全。,护士们轮流照护重症监护室里的病人。,2
45317,照,zhào,动词,通知；告知,请关照一下我的朋友，他刚来这里不熟悉环境。,学校办公室会提前照知家长关于家长会的具体时间。,2
45318,照,zhào,动词,对比；参照,请查照相关文件，确认具体细节。,这份合同可以照去年的模板进行适当修改。,2
45319,照,zhào,动词,明白；理解,心照不宣。,他对这个复杂的数学问题心照不宣，已经明白了其中的原理。,2
45320,照,zhào,介词,朝向；面对,照这个方向走。,向日葵总是照太阳的方向转动它的花盘。,2
45321,照,zhào,介词,按照；依据,我们应当照章办事，不能随意更改规则。,请严格按照说明书上的步骤照做，不要跳过任何环节。,2
45411,失,shī,动词,失去；丢掉,他不小心遗失了钱包，非常着急。,他在公交车上不小心失了自己的钱包，非常着急。,1
45412,失,shī,动词,未能把握住,他一失手，杯子掉在地上摔碎了。,登山者一时失手，差点从悬崖上滑落下去。,1
45413,失,shī,动词,找不到,在森林中探险时，他们迷失方向，情况十分危急。,老人在商场里与家人失散，最后通过广播找到了他们。,2
45414,失,shī,动词,未能达成目标,他对结果感到失望，但并没有放弃希望。,尽管他很努力，但还是失掉了这次晋升的机会。,2
