pinyin_id,hanzi,pinyin,definition_id,definition_sn,definition_cn,example_sn,example_cn
68091,抽象,chōu xiàng,680911,1,"从许多事物中,舍弃个别的、非本质的属性,抽出共同的、本质的属性,叫抽象,是形成概念的必要手段。",1,"看问题要根据具体的事实,不能从抽象的定义出发。"
66411,知识,zhī shi,664111,1,人们在改造世界的实践中所获得的认识和经验的总和。,1,知识分子
73911,破坏,pò huài,739113,3,变革(社会制度、风俗习惯等)。,2,破坏规矩。
91541,迷信,mí xìn,915411,1,信仰神仙鬼怪等。,1,"破除迷信,解放思想。"
70211,骨头,gǔ tou,702111,1,"人和脊椎动物体内支持身体、保护内脏的坚硬组织,主要成分是碳酸钙和磷酸钙。根据形状的不同,分为长骨、短骨、扁骨等。",2,硬骨头。
78921,主人,zhǔ rén,789211,1,接待客人的人(跟‘客人’相对as opposed to‘guest’})。,1,磨坊主人。
78921,主人,zhǔ rén,789212,2,〈旧时old〉聘用家庭教师、账房等的人;雇用仆人的人。,1,磨坊主人。
204471,渣滓,zhā zǐ,2044711,1,物品提出精华后剩下的东西。,1,社会渣滓。
75201,实验,shí yàn,752011,1,为了检验某种科学理论或假设而进行某种操作或从事某种活动。,2,科学实验。
100621,诱惑,yòu huò,1006211,1,"使用手段,使人认识模糊而做坏事。",1,窗外是一片诱惑人的景色。
90531,立体,lì tǐ,905312,2,几何体。,3,立体战争。
90511,立场,lì chǎng,905111,1,认识和处理问题时所处的地位和所抱的态度。,1,立场坚定。
56331,先生,xiān sheng,563311,1,老师。,2,"等我们先生回来,我让他马上去找您。"
56331,先生,xiān sheng,563312,2,对知识分子的称呼。,2,"等我们先生回来,我让他马上去找您。"
71331,价值,jià zhí,713311,1,"体现在商品里的社会必要劳动。价值量的大小决定于生产这一商品所需的社会必要劳动时间的多少。不经过人类劳动加工的东西,如空气,即使对人们有使用价值,也不具有价值。",2,粗制滥造的作品毫无价值。
91611,面貌,miàn mào,916111,1,脸的形状;相貌。,2,精神面貌。
94441,三角,sān jiǎo,944411,1,三角学的简称。,1,糖三角(食品)。
96081,素食,sù shí,960811,1,素的饭食和点心。,1,素食者(长期吃素的人)。
90821,灵魂,líng hún,908211,1,"迷信的人认为附在人的躯体上作为主宰的一种非物质的东西,灵魂离开躯体后人即死亡。",1,纯洁的灵魂
85701,疙瘩,gē da,857011,1,皮肤上突起的或肌肉上结成的硬块。,3,线结成疙瘩了。
63211,经济,jīng jì,632111,1,经济学上指社会物质生产和再生产的活动。,2,经济昆虫。
99961,遗产,yí chǎn,999611,1,"死者留下的财产,包括财物、债权等。",3,经济遗产。
94531,筛选,shāi xuǎn,945311,1,利用筛子进行选种、选矿等。,1,"经过多年的杂交试验,筛选出优质高产的西瓜新品种。"
91081,论证,lùn zhèng,910811,1,"逻辑学指引用论据来证明论题的真实性的论述过程,是由论据推出论题时所使用的推理形式。",2,"经过调查论证,综合研究,确定具体措施。"
75721,台阶,tái jiē,757211,1,"用砖、石、混凝土等筑成的一级一级供人上下的建筑物,多在大门前或坡道上",1,给他们找个台阶ㄦ下。
205342,烟火,yān huǒ,2053423,3,烽火;战火。,1,绝了烟火。
201341,塌实,tā shi,2013411,1,(工作或学习的态度)切实;不浮躁。,2,翻来覆去睡不塌实。
75901,题目,tí mù,759011,1,概括诗文或讲演内容的词句。,1,考试题目。
90971,流氓,liú máng,909711,1,"原指无业游民,后来指不务正业、为非作歹的人。",1,耍流氓。
66441,职业,zhí yè,664411,1,个人在社会中所从事的作为主要生活来源的工作。,2,职业运动员。
72991,馒头,mán tou,729911,1,"一种用发酵的面粉蒸成的食品,一般上圆而下平,没有馅儿。",1,肉馒头。
73741,疲劳,pí láo,737411,1,因体力或脑力消耗过多而需要休息。,2,肌肉疲劳。
92531,屁股,pì gu,925311,1,臀部。,1,胡蜂的屁股上有刺。
61862,肚子,dù zi,618621,1,腹的通称。,1,腿肚子。
79221,自由,zì yóu,792212,2,"哲学上把人认识了事物发展的规律性,自觉地运用到实践中去,叫做自由。",2,自由发表意见。
86741,航天,háng tiān,867411,1,指人造卫星、宇宙飞船等在地球附近空间或太阳系空间飞行。,2,航天事业。
87291,环节,huán jié,872911,1,"某些低等动物如蚯蚓、蜈蚣等,身体由许多大小差不多的环状结构互相连接组成,这些结构叫做环节,能伸缩。",2,薄弱环节。
72961,落后,luò hòu,729612,2,"工作进度迟缓,落在原定计划的后面。",2,"虚心使人进步,骄傲使人落后。"
59271,街道,jiē dào,592711,1,旁边有房屋的比较宽阔的道路。,1,街道工作。
84881,分解,fēn jiě,848811,1,"一个整体分成它的各个组成部分,例如物理学上力的分解,数学上因式的分解等。",2,让他替你们分解分解。
84881,分解,fēn jiě,848812,2,"一种物质经过化学反应而生成两种或两种以上其他物质,如碳酸钙加热分解成氧化钙和二氧化碳。",2,让他替你们分解分解。
86101,共鸣,gòng míng,861011,1,"物体因共振而发声的现象,如两个频率相同的音叉靠近,其中一个振动发声时,另一个也会发声。",1,"诗人的爱国主义思想感染了读者,引起了他们的共鸣。"
89431,咀嚼,jǔ jué,894311,1,用牙齿磨碎食物。,1,"诗句的意境,耐人咀嚼。"
65341,文章,wén zhāng,653411,1,篇幅不很长的单篇作品。,1,话里有文章。
65341,文章,wén zhāng,653412,2,泛指著作。,1,话里有文章。
62321,工具,gōng jù,623211,1,"进行生产劳动时所使用的器具,如锯、刨、犁、锄。",1,语言是人们交流思想的工具。
63101,教育,jiào yù,631011,1,"培养新生一代准备从事社会生活的整个过程,主要是指学校对儿童、少年、青年进行培养的过程。",1,说服教育。
76681,物质,wù zhì,766811,1,独立存在于人的意识之外的客观实在。,3,贪图物质享受。
82381,踌躇,chóu chú,823812,2,停留。,1,踌躇满志。
95531,视线,shì xiàn,955311,1,"用眼睛看东西时,眼睛和物体之间的假想直线。",1,转移视线。
81901,沉淀,chén diàn,819011,1,溶液中难溶解的物质沉到溶液底层。,2,过多的资金沉淀对于流通是不利的。
81901,沉淀,chén diàn,819012,2,沉到溶液底层的难溶解的物质。,2,过多的资金沉淀对于流通是不利的。
57912,运动,yùn dòng,579121,1,"物体的位置不断变化的现象。通常指一个物体和其他物体之间相对位置的变化,说某物体运动常是对另一物体而言。",2,运动健将。
57912,运动,yùn dòng,579122,2,"指宇宙间所发生的一切变化和过程,从简单的位置变动到复杂的人类思维,都是物质运动的表现。",2,运动健将。
64151,起飞,qǐ fēi,641511,1,(飞机、火箭等)开始飞行。,2,"这个厂所以能起飞,主要靠科学管理。"
97331,网络,wǎng luò,973311,1,网状的东西。,1,这个新兴城市已经形成合理的经济网络。
81331,参谋,cān móu,813311,1,军队中参与指挥部队行动、制定作战计划的干部。,1,"这事该怎么办,你给参谋一下。"
79682,霸道,bà dào,796821,1,中国古代政治哲学中指凭借武力、刑法、权势等进行统治的政策。,2,"这人真霸道,一点理也不讲。"
73021,毛病,máo bìng,730211,1,指器物发生的损伤或故障,1,这孩子上课时有做小动作的毛病。
66511,质量,zhì liàng,665111,1,"量度物体惯性大小的物理量。数值上等于物体所受外力和它获得的加速度的比值。有时也指物体中所含物质的量。质量是常量,不因高度或纬度变化而改变。",3,"这布质量好,又好看,又耐穿。"
55372,东西,dōng xī,553721,1,东边和西边。,1,"这座城东西三里,南北五里。"
70881,化学,huà xué,708811,1,"研究物质的组成、结构、性质和变化规律的科学,是自然科学中的基础学科之一。",1,这把梳子是化学的。
67021,保险,bǎo xiǎn,670211,1,"集中分散的社会资金,补偿因自然灾害、意外事故或人身伤亡而造成的损失的方法。参加保险的人或单位,向保险机构按期缴纳一定数量的费用,保险机构对在保险责任范围内所受的损失负赔偿责任。",1,这样做可不保险。
89881,客户,kè hù,898811,1,〈旧时old〉指以租佃为生的人家。,1,这次展销的新产品受到国内外客户的欢迎。
89881,客户,kè hù,898812,2,〈旧时old〉指外地迁来的住户。,1,这次展销的新产品受到国内外客户的欢迎。
75481,数码,shù mǎ,754811,1,,1,这次进货的数码比以前大得多。
71881,进口,jìn kǒu,718811,1,(船只)驶进港口。,2,进口成套设备。
56911,哥哥,gē ge,569111,1,同父母(或只同父、只同母)而年纪比自己大的男子。,2,远房哥哥。
57301,妹妹,mèi mei,573011,1,同父母(或只同父、只同母)而年纪比自己小的女子。,2,远房妹妹。
77881,影子,yǐng zi,778812,2,镜中、水面等反映出来的物体的形象。,1,那件事我连点ㄦ影子也记不得了。
56551,怎么样,zěn me yàng,565511,1,怎样。,2,"那是他一时的糊涂,也不好怎么样他(=责罚他)。"
69821,钢铁,gāng tiě,698211,1,"钢和铁的合称,有时专指钢。",1,钢铁战士。
58691,锻炼,duàn liàn,586911,1,指锻造或冶炼。,2,"锻炼身体,保卫祖国。"
102481,重心,zhòng xīn,1024811,1,"物体内各点所受的重力产生合力,这个合力的作用点叫做这个物体的重心。",2,问题的重心。
102481,重心,zhòng xīn,1024812,2,"三角形三条中线相交于一点,这个点叫做三角形的重心。",2,问题的重心。
101701,阵容,zhèn róng,1017011,1,作战队伍的外貌。,2,阵容强大。
79901,包围,bāo wéi,799012,2,"正面进攻的同时,向敌人的翼侧和后方进攻。",1,陷于包围之中。
85731,隔离,gé lí,857311,1,"不让聚在一起,使断绝往来。",1,隔离病房。
79651,把关,bǎ guān,796511,1,把守关口。,1,"集体编写的著作,应由主编负责把关"
94911,渗透,shèn tòu,949111,1,"两种气体或两种可以互相混合的液体,彼此通过多孔性的薄膜而混合。",1,雨水渗透了泥土。
84991,风暴,fēng bào,849911,1,刮大风而且往往同时有大雨的天气现象。,1,革命的风暴。
63371,科学,kē xué,633711,1,反映自然、社会、思维等的客观规律的分科的知识体系。,3,革命精神和科学态度相结合。
65901,艺术,yì shù,659011,1,"用形象来反映现实但比现实有典型性的社会意识形态,包括文学、绘画、雕塑、建筑、音乐、舞蹈、戏剧、电影、曲艺等。",1,领导艺术。
68021,翅膀,chì bǎng,680211,1,翅的通称。,1,飞机翅膀。
84781,飞跃,fēi yuè,847811,1,"事物从旧质到新质的转化。由于事物性质的不同,飞跃有时通过爆发的方式来实现,有时通过新质要素的逐渐积累和旧质要素的逐渐消亡来实现。不同形式的飞跃都是质变。",1,飞跃发展。
77151,心脏,xīn zàng,771511,1,,1,首都北京是祖国的心脏。
71921,经典,jīng diǎn,719213,3,泛指各宗教宣扬教义的根本性著作。,1,马列主义经典著作
91161,麻痹,má bì,911611,1,神经系统的病变引起的身体某一部分知觉能力的丧失和运动机能的障碍。,1,麻痹大意。
55351,电视,diàn shì,553511,1,"利用无线电波传送物体影像的装置。由发射台把实物的影像变成电能信号传播出去,电视机把收到的信号再变成影像映在荧光屏上。电视除了用在文化娱乐和教育方面外,也广泛地用在其他技术和军事方面。",1,黑白电视
